date,spot_rate,fwd_price,interest_rate,signal,day_diff,implied_vol_diff,call_delta,put_delta,implied_vol_call,implied_vol_put,option_delta,straddle,straddle_bid,straddle_ask,option_gamma,option_vega,option_rho,option_theta,trade_signal,foreign_expo,post_hedge_delta,hedge_action,underlying_purchase,und_cost,underlying_position_cumsum,mid_price_change,underlying_PNL_USD,ref_option_price,option_price_change,option_PNL_USD,PNL,cum_PNL,option_Gamma_PnL,option_Vega_PnL,option_Theta_PnL,option_Rho_PnL,option_unhedged_delta_PnL,option_hedged_delta_PnL
2016-06-27,1.1025,1.105026,0.013746938775510918,-1,60,-1.5350000000000001,0.5095917743941658,-0.4904082256058335,11.753,11.753,-0.019183548788332283,0.042203604426663786,0.041934339651131386,0.042472868213243746,15.078661874437195,0.18130461661898922,0.08918398835602687,-0.0003460194515167457,-1,50.0,0.0,0,0.0,0.0,0.0,,,0.041934339651131386,,,,,,,,,,
2016-06-28,1.1065,1.109054,0.013849073655670896,0,59,-1.0630000000000006,0.5396331045123006,-0.46036689548770016,10.487230232020494,10.48723023202049,-0.07926620902460046,0.03754676266660703,0.0372802161024449,0.037813322099456086,16.889206300868057,0.17947905266548322,0.0940715767668841,-0.0003136602591536253,-1,50.0,-0.07926620902460046,0,0.0,0.0,0.0,0.0040000000000000036,0.0,0.03754676266660703,-0.004387576984524355,0.21937884922621775,0.21937884922621775,0.21937884922621775,-0.006031464749774889,0.13915129325507425,0.017300972575837285,-0.0004554397981465845,0.00383670975766646,
2016-06-29,1.1125,1.114949,0.013208089887639662,0,58,0.12299999999999933,0.5916288035629899,-0.4083711964370071,9.711455314280018,9.71145531428003,-0.18325760712598277,0.03533355090320275,0.0350744146371083,0.03559279003200804,17.846125081898354,0.1745199817831352,0.10272302514544392,-0.000291933434582762,-1,50.0,-0.18325760712598277,0,0.0,0.0,0.0,0.006000000000000005,0.0,0.03533355090320275,-0.002213211763404284,0.1106605881702142,0.1106605881702142,0.33003943739643193,-0.015200285670781277,0.09539311649170439,0.015683012957681267,0.003014917687033841,0.02377986270738016,0.02377986270738016
2016-06-30,1.1106,1.113048,0.013225283630470484,0,57,-0.5410000000000004,0.5807122537245297,-0.4192877462754694,9.88972578067592,9.889725780675924,-0.16142450744906034,0.035313223921073805,0.035054080294714116,0.035572431231825546,17.892090768381987,0.174511645591268,0.0977303178343213,-0.0003008030501754943,-1,50.0,-0.16142450744906034,0,0.0,0.0,0.0,-0.0019000000000000128,-0.0,0.035313223921073805,-2.032698212894174e-05,0.001016349106447087,0.001016349106447087,0.33105578650287903,-0.001610612788641348,-0.010732978879662756,0.0145966717291381,-8.830966385773904e-05,-0.01740947267696848,-0.01740947267696848
2016-07-01,1.1136,1.116042,0.01315732758620669,0,56,-0.2140000000000004,0.6064696471482552,-0.3935303528517449,9.555714695813737,9.555714695813737,-0.21293929429651032,0.034436660414803415,0.03418387709281028,0.03468957656346745,18.2892112512491,0.17025250075477075,0.1013802850920328,-0.00029125488689507817,-1,50.0,-0.21293929429651032,0,0.0,0.0,0.0,0.0029999999999998916,0.0,0.034436660414803415,-0.0008765635062703905,0.04382817531351953,0.04382817531351953,0.37488396181639855,-0.004025720422885656,0.04720540013243802,0.015040152508774714,0.0003320682902331861,0.02421367611735818,0.02421367611735818
2016-07-04,1.1154,1.117818,0.01300699300699337,0,53,0.2820000000000018,0.6275665394809892,-0.3724334605190107,9.48360093097925,9.483600930979248,-0.25513307896197845,0.033730028972622686,0.033487397464898316,0.0339728436324599,18.631299988180025,0.16343401746674574,0.09916217406553626,-0.00029458529446488974,-1,50.0,-0.25513307896197845,0,0.0,0.0,0.0,0.0018000000000000238,0.0,0.033730028972622686,-0.0007066314421807288,0.03533157210903644,0.03533157210903644,0.41021553392543497,-0.0014814261113512163,0.018217017580760508,0.014562744344753908,0.000762048124991858,0.019164536486686184,0.019164536486686184
2016-07-05,1.1076,1.110043,0.01323401950162495,0,52,-0.1670000000000016,0.5539348019757977,-0.4460651980242034,9.70775837918852,9.707758379188517,-0.10786960395159428,0.03274921847671178,0.03249955596151264,0.03299890579046861,19.352101033919936,0.16811450891660024,0.085038492939116,-0.0003095567206898229,-1,50.0,-0.10786960395159428,0,0.0,0.0,0.0,-0.007800000000000029,-0.0,0.03274921847671178,-0.0009808104959109082,0.04904052479554541,0.04904052479554541,0.4592560587209804,-0.02833820728202203,-0.023044196462811296,0.014729264723244487,-0.0011256220389072571,-0.09950190079517196,-0.09950190079517196
2016-07-06,1.11,1.112621,0.014167567567568094,0,51,-0.26200000000000045,0.5777396907743082,-0.42226030922569263,9.745964734398026,9.745964734398024,-0.15547938154861557,0.032887569968889474,0.03264232090495568,0.03313287763485952,19.22471505541215,0.16515425151702043,0.08728968997033136,-0.00031360122419935764,-1,50.0,-0.15547938154861557,0,0.0,0.0,0.0,0.0024000000000001798,0.0,0.032887569968889474,0.00013835149217769627,-0.006917574608884813,-0.006917574608884813,0.4523384841120956,-0.0027867025488848883,0.014037561494536253,0.015477836034491146,-0.003969376030701574,0.012944352474192285,0.012944352474192285
2016-07-07,1.1063,1.108896,0.014079363644581289,0,50,-0.5239999999999991,0.5413053815569546,-0.4586946184430443,9.52465056762141,9.52465056762141,-0.0826107631139103,0.03140210112116047,0.031156750235766993,0.03164746620802715,20.205828353471677,0.1652077503682263,0.08012679420005711,-0.0003096922815971621,-1,50.0,-0.0826107631139103,0,0.0,0.0,0.0,-0.0037000000000000366,-0.0,0.03140210112116047,-0.0014854688477290018,0.07427344238645009,0.07427344238645009,0.5266119264985457,-0.006579658727714938,0.021635206948729713,0.015680061209967882,0.0003849646545842608,-0.028763685586494163,-0.028763685586494163
2016-07-08,1.1051,1.107636,0.013768889693241082,0,49,-0.2519999999999989,0.5290207524857338,-0.47097924751426645,9.09954158480205,9.09954158480205,-0.05804150497146732,0.0296204275372928,0.02937713121531295,0.029863729998650744,21.446852214804604,0.16382160949936525,0.07679316690065188,-0.00029844831312443235,-1,50.0,-0.05804150497146732,0,0.0,0.0,0.0,-0.0012000000000000899,-0.0,0.0296204275372928,-0.001781673583867674,0.0890836791933837,0.0890836791933837,0.6156956056919294,-0.0007274098207250894,0.04328443059647522,0.015484614079858107,0.001243864120175764,-0.004956645786834989,-0.004956645786834989
2016-07-11,1.1058,1.108334,0.013749321758003587,0,46,-0.48099999999999987,0.5365722459855532,-0.46342775401444664,8.995296689272152,8.995296689272152,-0.07314449197110656,0.028416673730882205,0.02818114831351473,0.028652210108052037,22.344092377487105,0.15859083676773247,0.0731948226502877,-0.00030484669993362083,-1,50.0,-0.07314449197110656,0,0.0,0.0,0.0,0.0006999999999999229,0.0,0.028416673730882205,-0.001203753806410593,0.060187690320529647,0.060187690320529647,0.675883296012459,-0.0002627239396312985,0.020641522796919932,0.014922415656221617,7.513418582970478e-05,0.0020314526740011322,0.0020314526740011322
2016-07-12,1.1061,1.1086200000000002,0.013669650122051014,0,45,-0.2400000000000002,0.5398972397436014,-0.4601027602563978,8.655012349875156,8.655012349875157,-0.07979447948720358,0.027071982301169303,0.026839206432809837,0.02730477317312573,23.448999888710784,0.1567408480726222,0.07226958701964659,-0.0002967725012597182,-1,50.0,-0.07979447948720358,0,0.0,0.0,0.0,0.000300000000000189,0.0,0.027071982301169303,-0.0013446914297129027,0.06723457148564513,0.06723457148564513,0.7431178674981042,-5.0274207849409335e-05,0.03814109624263965,0.015242334996681041,0.0002915775631903451,0.0010971673795672897,0.0010971673795672897
2016-07-13,1.109,1.111538,0.013731289449954165,0,44,-0.4689999999999994,0.5750454904864034,-0.4249545095135966,8.60950057288562,8.60950057288562,-0.15009098097280682,0.02696809614953411,0.026740269408339554,0.02719598325218605,23.475250574347267,0.15342383775369456,0.07539625873052418,-0.0002984359591915605,-1,50.0,-0.15009098097280682,0,0.0,0.0,0.0,0.0028999999999999027,0.0,0.02696809614953411,-0.00010388615163519146,0.005194307581759573,0.005194307581759573,0.7483121750798637,-0.00493015222660111,0.01880890176871468,0.01483862506298591,-0.00022273243858646614,0.011570199525644132,0.011570199525644132
2016-07-14,1.112,1.11461,0.014082733812949666,1,43,-0.017999999999998906,0.6113527646013369,-0.3886472353986638,8.342004943283861,8.342004943283857,-0.2227055292026731,0.0264455106440044,0.026225140131518755,0.026666032349059933,23.855938772148704,0.14843416090187123,0.0789852815953631,-0.0002900074376464048,-1,50.0,-0.2227055292026731,0,0.0,0.0,0.0,0.0030000000000001137,0.0,0.0264455106440044,-0.0005225855055297109,0.026129275276485543,0.026129275276485543,0.7744414503563493,-0.005281931379228537,0.03597788995324133,0.014921797959578025,-0.0013248795060896528,0.022513647145921876,0.022513647145921876
2016-07-15,1.1035,1.106137,0.014338015405527926,1,42,-0.1659999999999986,0.5097549061311017,-0.49024509386889603,8.28738088617012,8.287380886170123,-0.019509812262205717,0.02492001869700037,0.02469453369575509,0.02514550350492675,25.535681236577112,0.15182650349267202,0.06350746096395396,-0.00029241842957080624,-1,50.0,-0.019509812262205717,0,0.0,0.0,0.0,-0.008500000000000174,-0.0,0.02492001869700037,-0.001525491947004031,0.07627459735020156,0.07627459735020156,0.8507160477065508,-0.04308978940719536,0.00133590744811676,0.01450037188232024,-0.0010081744237953323,-0.094649849911138,-0.094649849911138
2016-07-18,1.1075,1.1102029999999998,0.014643792325055305,1,39,0.15499999999999936,0.561110075771683,-0.4388899242283201,8.349880892034234,8.34988089203423,-0.12222015154336291,0.024472387296376234,0.024256803580318252,0.02468800811840425,25.909709587986395,0.14517230745505344,0.0651842937203139,-0.0003079358909657651,-1,50.0,-0.12222015154336291,0,0.0,0.0,0.0,0.0040000000000000036,0.0,0.024472387296376234,-0.000447631400624135,0.02238157003120675,0.02238157003120675,0.8730976177377576,-0.010214272494630864,0.012601599789891671,0.014620921478540312,-0.000970955789028154,0.0039019624524411468,0.0039019624524411468
2016-07-19,1.1021,1.1047440000000002,0.014394338081844092,1,38,-0.2090000000000014,0.4887656261392071,-0.5112343738607923,8.55711406258757,8.557114062587571,0.02246874772158519,0.024480519036493002,0.024266326715070646,0.024694714107874362,26.031250376025298,0.14422376511490834,0.055088130735843635,-0.0003152577090237962,-1,50.0,0.02246874772158519,0,0.0,0.0,0.0,-0.005399999999999849,-0.0,0.024480519036493002,8.131740116767983e-06,-0.00040658700583839913,-0.00040658700583839913,0.8726910307319192,-0.01888817828964103,-0.011250853827766596,0.015396794548288255,0.0008130249329629163,-0.03299944091670706,-0.03299944091670706
2016-07-20,1.1015,1.104131,0.014331366318656169,1,37,-0.41000000000000014,0.48042316749619635,-0.5195768325038038,8.495005300305227,8.495005300305225,0.039153665007607474,0.024003064751310192,0.02379201115882012,0.024214125457467435,26.564827054283803,0.14211183636453595,0.052625718683961806,-0.00031597035280087093,-1,50.0,0.039153665007607474,0,0.0,0.0,0.0,-0.000600000000000156,-0.0,0.024003064751310192,-0.0004774542851828101,0.023872714259140504,0.023872714259140504,0.8965637449910597,-0.00023428125338434947,0.015071383454508022,0.015762885451189812,0.0001734498361581438,0.000674062431647731,0.000674062431647731
2016-07-21,1.1026,1.105354,0.014986395791765084,0,36,-0.22300000000000075,0.4949750810678852,-0.505024918932115,8.23041358993921,8.23041358993921,0.010049837864229805,0.022912684512741296,0.02270405461463261,0.023121315461065897,27.80089347962019,0.1404778228376006,0.05284444041300508,-0.0003121871970810301,-1,50.0,0.010049837864229805,0,0.0,0.0,0.0,0.001100000000000101,0.0,0.022912684512741296,-0.0010903802385688957,0.054519011928444785,0.054519011928444785,0.9510827569195045,-0.0008035860183922325,0.02913292645472988,0.015798517640043547,-0.001723569839076673,-0.0021534515754186084,-0.0021534515754186084
2016-07-22,1.0977,1.1003949999999998,0.01473080076523603,1,35,-0.17099999999999937,0.42443480871994554,-0.5755651912800541,8.061069487802493,8.061069487802493,0.15113038256010858,0.022545206950211956,0.022344290805546757,0.022746203436613016,28.373679537456997,0.13531083507870809,0.043659843828307704,-0.000296567903775162,-1,50.0,0.15113038256010858,0,0.0,0.0,0.0,-0.0049000000000001265,-0.0,0.022545206950211956,-0.00036747756252934055,0.018373878126467028,0.018373878126467028,0.9694566350459716,-0.01668748631114288,0.01566327724639252,0.015609359854051506,0.0006753388074637526,0.002462210276736366,0.002462210276736366
2016-07-25,1.0995,1.1022239999999999,0.014864938608458278,0,32,-0.4269999999999987,0.4436969527330436,-0.5563030472669563,8.042350822824671,8.042350822824671,0.11260609453391274,0.021322683282490235,0.02112850783969506,0.02151690140566706,29.961272470317255,0.13075930124812768,0.04202705173063111,-0.00031499355807624544,-1,50.0,0.11260609453391274,0,0.0,0.0,0.0,0.0018000000000000238,0.0,0.021322683282490235,-0.0012225236677217213,0.061126183386086066,0.061126183386086066,1.0305828184320576,-0.002298268042534078,0.0115690763992295,0.014828395188758099,-0.0002928218643274695,-0.013601734430409951,-0.013601734430409951
2016-07-26,1.0986,1.10139,0.015237575095575995,1,31,-0.5490000000000013,0.42868255387849574,-0.5713174461215043,7.7268128259491355,7.7268128259491355,0.14263489224300852,0.02031419678260588,0.020124696336812464,0.020503770111031654,31.469838130315697,0.1276217400413889,0.03903187739825246,-0.0003029480931218524,-1,50.0,0.14263489224300852,0,0.0,0.0,0.0,-0.0008999999999999009,-0.0,0.02031419678260588,-0.0010084864998843555,0.05042432499421778,0.05042432499421778,1.0810071434262754,-0.0006067157675237907,0.027917110816475174,0.01574967790381227,-0.0007830406460408467,0.005067274254025515,0.005067274254025515
2016-07-27,1.1058,1.1086349999999998,0.015382528486163949,1,30,0.0,0.5398330802345929,-0.4601669197654053,7.478705077291113,7.4787050772911146,-0.07966616046918756,0.01910904148270775,0.01891902861776013,0.01929907018929173,33.24617590250095,0.12794738341905096,0.04852275084632476,-0.0003144793072685721,-1,50.0,-0.07966616046918756,0,0.0,0.0,0.0,0.007199999999999873,0.0,0.01929907018929173,-0.0010151265933141494,0.05075632966570747,0.05075632966570747,1.1317634730919828,-0.04078491021688771,0.035032167641361335,0.01514740465609262,-0.0002828901484945013,-0.051348561207482164,-0.051348561207482164
